date,open,high,low,close,volume,market_return,vix,bond_yield_10y,dollar_index_change,sp500,nasdaq,sp500_above_ma200,nasdaq_12m_return,vnm_etf,vnm_etf_above_ma200,usdvnd_change,vix_lag1,bond_yield_lag1,vnindex_return_lag1,day_of_week_sin,day_of_week_cos,month_sin,month_cos,is_quarter_end,days_before_tet,close_smoothed,sentiment_score,news_volume,dividend_flag,days_to_dividend,days_after_dividend,target_return_1d,target_spread_1d,target_return_2d,target_spread_2d,target_return_3d,target_spread_3d
2021-11-10,70510.0,70590.0,69960.0,70280.0,2666100,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,0.5877852522924732,-0.8090169943749473,-0.5000000000000004,0.8660254037844384,0,30,69704.96082995615,0.0,0.0,0.0,60.0,60.0,-0.0011383039271485487,0.012236767216846899,-0.004553215708594195,0.01109846328969835,-0.007825839499146272,0.006687535571997723
2021-11-11,70350.0,70820.0,69960.0,70200.0,3380600,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,-0.587785252292473,-0.8090169943749475,-0.5000000000000004,0.8660254037844384,0,30,69720.36978014636,0.0,0.0,0.0,60.0,60.0,-0.003418803418803419,0.011111111111111112,-0.006695156695156695,0.006695156695156695,-0.011253561253561254,0.008831908831908831
2021-11-12,70510.0,70590.0,69810.0,69960.0,2120400,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,-0.9510565162951536,0.30901699437494723,-0.5000000000000004,0.8660254037844384,0,30,69727.8286851083,0.0,0.0,0.0,60.0,60.0,-0.0032875929102344197,0.0067181246426529445,-0.007861635220125786,0.008862206975414523,-0.005574614065180103,0.011292166952544312
2021-11-15,70120.0,70200.0,69730.0,69730.0,3268000,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,30,69727.89627103895,0.0,0.0,0.0,60.0,60.0,-0.004589129499498064,0.008891438405277499,-0.002294564749749032,0.011329413451885845,-0.011329413451885845,0.009034848702136814
2021-11-16,69730.0,69960.0,69340.0,69410.0,3251700,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,0.9510565162951535,0.30901699437494745,-0.5000000000000004,0.8660254037844384,0,30,69718.00119989607,0.0,0.0,0.0,60.0,60.0,0.002305143351102147,0.011381645296066849,-0.006771358593862556,0.009076501944964703,-0.02809393459155741,0.027085434375450225
2021-11-17,69410.0,70200.0,69410.0,69570.0,2514400,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,0.5877852522924732,-0.8090169943749473,-0.5000000000000004,0.8660254037844384,0,30,69713.39440662538,0.0,0.0,0.0,60.0,60.0,-0.009055627425614488,0.009055627425614488,-0.030329164869915194,0.02702314215897657,-0.029322984044846918,0.006755785539744143
2021-11-18,69570.0,69570.0,68940.0,68940.0,3900000,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,-0.587785252292473,-0.8090169943749475,-0.5000000000000004,0.8660254037844384,0,30,69689.32116836421,0.0,0.0,0.0,60.0,60.0,-0.021467943138961415,0.027270089933275312,-0.020452567449956483,0.006817522483318828,-0.019292138091093706,0.007977951842181608
2021-11-19,68940.0,69260.0,67380.0,67460.0,5151200,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,-0.9510565162951536,0.30901699437494723,-0.5000000000000004,0.8660254037844384,0,30,69619.92969205284,0.0,0.0,0.0,60.0,60.0,0.0010376519418914913,0.00696709160984287,0.002223539875481767,0.008152979543433145,0.016157723095167508,0.011562407352505188
2021-11-22,67380.0,67770.0,67300.0,67530.0,3497600,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,30,69554.87701647765,0.0,0.0,0.0,60.0,60.0,0.0011846586702206428,0.008144528357766918,0.015104398045313194,0.011550422034651266,0.015104398045313194,0.011550422034651266
2021-11-23,67770.0,67930.0,67380.0,67610.0,2198800,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,0.9510565162951535,0.30901699437494745,-0.5000000000000004,0.8660254037844384,0,30,69494.33935625506,0.0,0.0,0.0,60.0,60.0,0.013903268747226742,0.011536754917911552,0.013903268747226742,0.011536754917911552,0.023221416950155303,0.015086525661884337
2021-11-24,67770.0,68550.0,67770.0,68550.0,2124500,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,0.5877852522924732,-0.8090169943749473,-0.5000000000000004,0.8660254037844384,0,30,69464.94516083837,0.0,0.0,0.0,60.0,60.0,0.0,0.011378555798687089,0.009190371991247264,0.01487964989059081,0.0,0.008023340627279359
2021-11-25,68550.0,69100.0,68320.0,68550.0,2175400,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,-0.587785252292473,-0.8090169943749475,-0.5000000000000004,0.8660254037844384,0,30,69436.46591058251,0.0,0.0,0.0,60.0,60.0,0.009190371991247264,0.01487964989059081,0.0,0.008023340627279359,0.0011670313639679066,0.013712618526622903
2021-11-26,68630.0,69570.0,68550.0,69180.0,3015700,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,-0.9510565162951536,0.30901699437494723,-0.5000000000000004,0.8660254037844384,0,30,69428.48296563434,0.0,0.0,0.0,60.0,60.0,-0.009106678230702514,0.007950274645851402,-0.007950274645851402,0.013587742122000578,-0.009106678230702514,0.013587742122000578
2021-11-29,68790.0,68870.0,68320.0,68550.0,2835900,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,30,69401.1386642547,0.0,0.0,0.0,60.0,60.0,0.0011670313639679066,0.013712618526622903,0.0,0.013712618526622903,-0.0011670313639679066,0.006856309263311451
2021-11-30,68630.0,69570.0,68630.0,68630.0,3177100,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,0.9510565162951535,0.30901699437494745,-0.5000000000000004,0.8660254037844384,0,30,69377.13563987546,0.0,0.0,0.0,60.0,60.0,-0.0011656709893632523,0.013696634125018214,-0.0023313419787265046,0.006848317062509107,-0.02054495118752732,0.025061926271309924
2021-12-01,68940.0,69410.0,68470.0,68550.0,1894500,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,0.5877852522924732,-0.8090169943749473,-2.4492935982947064e-16,1.0,0,30,69351.38961279995,0.0,0.0,0.0,60.0,60.0,-0.0011670313639679066,0.006856309263311451,-0.019401896425966448,0.02509117432530999,-0.02509117432530999,0.01487964989059081
2021-12-02,68550.0,68940.0,68470.0,68470.0,1254100,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,-0.587785252292473,-0.8090169943749475,-2.4492935982947064e-16,1.0,0,30,69323.9548370011,0.0,0.0,0.0,60.0,60.0,-0.01825617058565795,0.025120490725865342,-0.023952095808383235,0.01489703519789689,-0.010223455527968453,0.012560245362932671
2021-12-03,68630.0,68940.0,67220.0,67220.0,2900400,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,-0.9510565162951536,0.30901699437494723,-2.4492935982947064e-16,1.0,0,30,69258.46560453708,0.0,0.0,0.0,60.0,60.0,-0.005801844689080631,0.01517405534067242,0.00818208866408807,0.012793811365664981,0.0023802439750074383,0.009372210651591788
2021-12-06,67380.0,67850.0,66830.0,66830.0,3168200,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,0.0,1.0,-2.4492935982947064e-16,1.0,0,30,69182.87541328892,0.0,0.0,0.0,60.0,60.0,0.01406553942840042,0.012868472243004638,0.00822983689959599,0.00942690408499177,0.019901241957204847,0.01645967379919198
2021-12-07,67220.0,67770.0,66910.0,67770.0,1530000,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,0.9510565162951535,0.30901699437494745,-2.4492935982947064e-16,1.0,0,30,69138.89722290367,0.0,0.0,0.0,60.0,60.0,-0.005754758742806552,0.009296148738379814,0.005754758742806552,0.01623137081304412,-0.0023609266637155085,0.013870444149328611
2021-12-08,67610.0,67770.0,67140.0,67380.0,1294500,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,0.5877852522924732,-0.8090169943749473,-2.4492935982947064e-16,1.0,0,30,69084.14850535267,0.0,0.0,0.0,60.0,60.0,0.01157613535173642,0.016325319085782133,0.003413475808845355,0.013950727218759276,0.004600771742356783,0.009201543484713566
2021-12-09,67300.0,68240.0,67140.0,68160.0,1449900,0.0,16.540000915527344,4.486999988555908,0.0,6025.990234375,19523.400390625,0.0,0.0,11.436320304870605,0.0,0.0,16.540000915527344,4.486999988555908,0.0,-0.587785252292473,-0.8090169943749475,-2.4492935982947064e-16,1.0,0,30,69055.38278508437,0.0,0.0,0.0,60.0,60.0,-0.00806924882629108,0.013791079812206572,-0.006895539906103286,0.009096244131455399,-0.00806924882629108,0.00806924882629108
