date,close,high,low,open,volume,rsi_14,MACD_12_26_9,volatility_20,close_lag1,volume_change,intraday_return,target_return
2024-04-12,59003.26953125,59357.11222708958,58914.8088572901,59091.7302052099,2509200,41.77334592571539,-375.97140029510047,0.0080739302554568,58914.8046875,-0.14876005020863725,-0.0014970059880239793,-8.262743647767368e-08
2024-04-15,57410.97265625,59003.264655961095,57410.97265625,59003.264655961095,5776100,31.78034730050971,-510.5570879566003,0.009580265703739854,59003.26953125,1.3019687549816674,-0.026986506746626702,2.5940299378617813e-08
2024-04-16,56614.828125,57499.434814453125,55730.221435546875,57410.97414550782,7128700,28.153853284314902,-673.6935057061273,0.009924561883509712,57410.97265625,0.23417184605529684,-0.01386748844375973,0.006250078728519818
2024-04-17,56791.75390625,57410.978637315035,56791.75390625,56968.67525798287,5144500,30.063770013186467,-779.7157820118227,0.00993001307211762,56614.828125,-0.2783396692244028,-0.0031055900621118366,0.0
2024-04-19,56791.75390625,56968.67525798287,55995.607823452105,56791.75390625,4677100,30.06377001318647,-853.8960180688518,0.009743927104264737,56791.75390625,-0.09085431042861303,0.0,0.0077880831449108475
2024-04-22,56614.828125,57764.81682128907,56614.828125,57234.05280761719,2035200,29.164610990440707,-916.397165414739,0.00965285115747667,56791.75390625,-0.5648585662055547,-0.010819165378670838,0.0031249760208463128
2024-04-23,56172.5234375,56880.20877214566,55907.14143700787,56791.74810531496,2139400,26.99125324344976,-990.2055930741772,0.009664179920865702,56614.828125,0.05119889937106925,-0.010903426791277255,0.007874039840708376
2024-04-24,56614.828125,56880.21013183594,56172.52478027344,56614.828125,2478300,32.415122888759264,-1001.4647497238766,0.009765817306678519,56172.5234375,0.1584088996915023,0.0,3.2845530232443864e-08
2024-04-25,57234.0546875,57322.51535935085,56526.369312693205,56614.82998454405,2006000,39.222642238640645,-949.4763318599871,0.010224050759685206,56614.828125,-0.19057418391639436,0.010937500000000011,-5.4075356663107347e-08
2024-04-26,57499.43359375,58207.11893028847,57057.13025841346,57234.05159254808,2940600,41.92254687392937,-876.754595065082,0.010328927098547535,57234.0546875,0.465902293120638,0.004636785162287435,0.006153797031288691
2024-05-02,57853.2734375,57941.734100248475,57410.97012375765,57853.2734375,2563400,45.4049941040713,-781.5608297549479,0.010488273607445586,57499.43359375,-0.128273141535741,0.0,0.0030581809937018744
2024-05-03,58030.19921875,58384.041896913106,57941.73854920922,58030.19921875,2204400,47.11264046490533,-683.9584062384092,0.01039161437689749,57853.2734375,-0.14004837325427166,0.0,0.0030487224088804514
2024-05-06,58207.1171875,58737.88117401216,57941.73519424393,58207.1171875,2261300,48.835996638764385,-585.5817588965074,0.010356798098494747,58030.19921875,0.025812012338958468,0.0,0.0030394835847303327
2024-05-07,60153.25,60595.55330882353,58295.57610294118,58384.03676470588,8723900,63.08563341227889,-346.58567968109855,0.012727496084617389,58207.1171875,2.8579135895281476,0.030303030303030325,6.044331040523407e-08
2024-05-08,60064.79296875,60153.25363586156,59357.107631857514,60153.25363586156,2984400,62.2371689193236,-162.44474626810552,0.011687722854972759,60153.25,-0.6579052946503284,-0.001470588235294126,6.640101780180267e-09
2024-05-09,58914.8046875,60064.79336758634,58914.8046875,60064.79336758634,2998000,52.37498964197326,-108.0605189215421,0.01241221602856795,60064.79296875,0.004557029888754949,-0.01914580265095733,0.0015015634109936593
2024-05-10,58826.34765625,59710.95438792293,58472.50496358083,59003.26900258459,2438800,51.69640035924378,-71.27673624065937,0.012069646996529817,58914.8046875,-0.18652434956637753,-0.0029985007496252086,0.0015036603515899028
2024-05-13,58207.1171875,59091.72383168693,57853.274529825234,58914.80250284955,2882500,47.09623081371532,-91.0425651375117,0.0122832496944764,58826.34765625,0.18193373790388723,-0.012012012012012057,0.0015198558874041318
2024-05-14,58826.34765625,59268.651022086466,58295.583617246244,58295.583617246244,2704800,51.72261753725898,-56.09378895825648,0.012532764674616682,58207.1171875,-0.06164787510841285,0.009104704097116783,0.0060149937236959345
2024-05-15,59268.6484375,59534.0304454291,59003.2664295709,59180.1877681903,3895400,54.765434401677474,7.210229503638402,0.012627332600069823,58826.34765625,0.44018041999408464,0.0014947683109118035,0.001492480540504706
2024-05-16,59445.56640625,59887.869727725076,59268.64507765997,59357.10574195498,3153300,55.96109396798759,70.83834142389242,0.012638649666885075,59268.6484375,-0.19050675155311392,0.001490312965722831,0.001488152010774728
2024-05-17,59268.6484375,59976.33379197761,59091.7270988806,59534.0304454291,4349200,54.41221248542319,105.76903739932459,0.010918736625773017,59445.56640625,0.3792534804807661,-0.004457652303120342,0.0014925764795817571
2024-05-20,58737.88671875,59799.41479198042,58737.88671875,59357.11142813441,4941500,49.945946626870466,89.5910804723826,0.010601964807489296,59268.6484375,0.13618596523498572,-0.010432190760059612,5.766278582629537e-08
2024-05-21,58560.96875,58914.81146148036,58207.12603851964,58737.89010574018,3821200,48.51641450077882,61.78194770372647,0.010653189266014041,58737.88671875,-0.22671253667914604,-0.0030120481927710927,0.003020995516098938
2024-05-22,58207.1171875,59003.26316726824,58207.1171875,58737.88117401216,3728300,45.69910095232209,11.062622768695292,0.01078547053607063,58560.96875,-0.024311734533654317,-0.009036144578313287,0.00303956913607423
2024-05-23,59268.6484375,59268.6484375,58207.12040578358,58384.04174440298,2991400,54.27694382741244,55.87974570826918,0.011367907056745636,58207.1171875,-0.1976504036692326,0.015151515151515225,-0.004477591063620047
2024-05-24,58384.04296875,59180.189009232956,58118.660955255684,59003.26766690341,4194100,47.53770567795077,19.78925197765784,0.011805541614001516,59268.6484375,0.40205255064518286,-0.0104947526236882,0.0015151560769326754
2024-05-27,58472.50390625,58914.8072640885,58207.1218915469,58472.50390625,2426600,48.22995188921781,-1.6555814520615968,0.011724319815868207,58384.04296875,-0.42142533559047235,0.0,0.0030256839009318707
2024-05-28,59091.7265625,59534.02990503368,58472.50188295284,58649.42321996632,5787500,52.91364434416008,30.95845703122177,0.01171012588804077,58472.50390625,1.3850243138547764,0.007541478129713438,0.0029939889750857144
2024-05-29,58649.421875,59534.0285397813,58384.03987556561,59268.646540346905,3644200,49.470794556651725,20.874398640276922,0.011860842901728643,59091.7265625,-0.3703326133909287,-0.010447761194029796,-0.003016619146986593
2024-05-30,58118.65625,58560.95957001522,57941.73492199391,58472.49890601218,4502600,45.63370397987635,-29.604379570751917,0.012003341731671398,58649.421875,0.2355523846111629,-0.00605143721633895,0.0030441258049966596
2024-05-31,57853.2734375,58295.576751242355,57764.81277475153,58295.576751242355,4165400,43.80423943487369,-89.98604692045774,0.012032064856946483,58118.65625,-0.07489006351885574,-0.007587253414264047,0.006116308257460472
2024-06-03,58472.50390625,58914.8072640885,58118.6612199792,58207.1218915469,3302200,48.94729528180321,-86.87083668822743,0.012256627354703297,57853.2734375,-0.20723099822345992,0.004559270516717304,-4.554879817720786e-09
2024-06-04,58384.04296875,58914.80699573864,58384.04296875,58472.50363991477,3755800,48.26768790160654,-90.49687682891818,0.00945480176799039,58472.50390625,0.1373629701411181,-0.0015128593040847089,0.0030302839263182963
2024-06-05,60595.55859375,61214.78328010949,58560.96319571168,58560.96319571168,11865800,62.343949123034136,84.11071282528428,0.012912115848753417,58384.04296875,2.159326907716066,0.03474320241691841,0.007299211032537457
2024-06-06,59445.56640625,61037.85836356027,59445.56640625,61037.85836356027,4907800,54.10037964374813,128.2157357700271,0.012898726586390965,60595.55859375,-0.5863911409260227,-0.026086956521739164,0.005952408446347635
2024-06-07,59976.33203125,60684.01736495206,59710.95003111172,59799.41069782448,4127600,56.93098004987715,203.65008296867018,0.013022659186325227,59445.56640625,-0.15897143322873797,0.0029585798816568385,0.008849529948974368
2024-06-10,59445.56640625,60595.555042085194,59445.56640625,60507.09437779018,4584100,53.38548144932598,218.08999079702335,0.012949409635120436,59976.33203125,0.11059695706948358,-0.01754385964912279,0.0029762910710030566
2024-06-11,58826.34765625,59710.95438792293,58737.88698308271,59622.49371475564,6177000,49.511473535078565,177.52158535431954,0.012991686490452367,59445.56640625,0.34748369363670073,-0.013353115727003002,-4.3607985335628554e-08
2024-06-12,59268.6484375,59534.0304454291,58649.423752332084,58826.345090951494,3522696,52.18077814287491,178.99743731111812,0.012991686490452367,58826.34765625,-0.42970762506070903,0.007518796992481177,-4.531758177874363e-09
2024-06-13,59180.1875,59622.490844544096,59091.726831091175,59268.64816890882,4003600,51.59326582799154,171.05716178085277,0.012977551835650738,59268.6484375,0.13651589577982315,-0.0014925373134328126,0.0014948697646610149
2024-06-14,58560.96875,59534.03620657099,58560.96875,59268.65417296072,4124200,47.556842740204004,113.49041130236583,0.013170094328800421,59180.1875,0.030122889399540442,-0.011940298507462598,0.0015104981036421715
2024-06-17,58384.04296875,58914.80699573864,58384.04296875,58649.42498224432,3617600,46.438905697759324,52.98118081293069,0.013036196468533535,58560.96875,-0.12283594394064301,-0.004524886877828144,0.0075757529724427035
2024-06-18,58295.58203125,58826.34605581373,58295.58203125,58826.34605581373,2751700,45.85845036398007,-2.0868230555788614,0.013023627538539464,58384.04296875,-0.23935758513931893,-0.0090225563909774,0.0015174906606935886
