date,sentiment_score,news_volume
2026-05-28,0.07365,2
2026-05-27,0.0,1
2026-05-26,0.3612,1
2026-05-23,0.0516,1
2026-05-22,-0.2732,1
2026-05-21,-0.004559999999999997,5
2026-05-20,0.13385,2
2026-05-19,0.128,1
2026-05-18,0.040733333333333344,3
2026-05-16,0.0,1
2026-05-15,-0.8481,1
2026-05-11,0.7425,1
